Airline,AirlineID,Source,Destination,Total_Stops,DurationMinutes,DayOfWeek,IsWeekend,Price,DepartureHour,DepartureDay,DepartureMonth,DepartureWeekday
1,1,3,2,1,0.5619389587073609,2,0,5117,0.2608695652173913,3,4,2
6,6,3,2,1,0.19389587073608616,0,0,12524,0.34782608695652173,3,6,0
3,3,3,2,1,0.1992818671454219,2,0,7191,0.6521739130434783,15,5,2
10,10,4,1,0,0.02154398563734291,4,0,3687,0.30434782608695654,24,5,4
3,3,3,2,1,0.19748653500897667,0,0,5894,0.43478260869565216,24,6,0
10,10,0,3,0,0.03411131059245961,2,0,5403,0.3913043478260869,24,4,2
1,1,1,4,0,0.005385996409335729,0,0,3625,0.5652173913043478,6,5,0
1,1,3,2,2,0.26032315978456017,1,0,10861,0.21739130434782608,21,5,1
3,3,4,1,0,0.02154398563734291,1,0,6297,0.5652173913043478,12,3,1
4,4,1,4,0,0.003590664272890485,5,1,5678,0.30434782608695654,1,6,5
4,4,0,3,1,0.5439856373429085,5,1,9134,0.21739130434782608,9,3,5
6,6,3,2,1,0.13105924596050272,0,0,10791,0.4782608695652174,24,6,0
4,4,3,2,2,0.2639138240574507,0,0,12819,1.0,24,6,0
3,3,3,2,1,0.08078994614003591,3,0,6893,0.21739130434782608,21,3,3
10,10,0,3,0,0.03231597845601437,5,1,7240,0.3913043478260869,9,3,5
2,2,0,3,0,0.03411131059245961,2,0,3898,0.4782608695652174,3,4,2
3,3,1,4,0,0.005385996409335729,2,0,4049,0.2608695652173913,3,4,2
4,4,3,2,1,0.3842010771992819,5,1,10262,0.7391304347826086,15,6,5
8,8,4,1,0,0.02154398563734291,3,0,3332,0.34782608695652173,21,3,3
4,4,2,0,1,0.2926391382405745,6,1,10844,0.9130434782608695,9,6,6
4,4,0,3,0,0.03052064631956912,6,1,7229,0.8260869565217391,24,3,6
4,4,2,0,1,0.4506283662477559,0,0,13941,0.2608695652173913,6,5,0
3,3,3,2,1,0.17953321364452424,3,0,5894,0.4782608695652174,27,6,3
6,6,3,2,1,0.18850987432675048,5,1,10197,0.3913043478260869,18,5,5
4,4,0,3,1,0.43267504488330344,2,0,13712,0.6086956521739131,6,3,2
3,3,3,2,1,0.08976660682226212,0,0,5636,0.08695652173913043,24,6,0
4,4,3,2,2,0.37701974865350096,3,0,13014,0.3913043478260869,6,6,3
4,4,2,0,1,0.23877917414721728,0,0,7064,0.34782608695652173,1,4,0
4,4,2,0,1,0.36086175942549376,4,0,10703,0.8695652173913043,24,5,4
6,6,3,2,1,0.17235188509874327,0,0,9646,0.5652173913043478,27,5,0
6,6,3,2,1,0.2118491921005386,2,0,17057,0.08695652173913043,6,3,2
4,4,0,3,1,0.3500897666068223,1,0,13817,0.6956521739130435,12,3,1
1,1,3,2,2,0.26032315978456017,2,0,13748,0.21739130434782608,6,3,2
1,1,2,0,0,0.02872531418312388,6,1,4880,0.8695652173913043,21,4,6
3,3,4,1,0,0.02513464991023339,4,0,3540,0.21739130434782608,21,6,4
8,8,0,3,0,0.03052064631956912,2,0,3257,0.21739130434782608,15,5,2
4,4,0,3,0,0.037701974865350096,0,0,6478,0.8260869565217391,3,6,0
4,4,1,4,0,0.003590664272890485,1,0,8040,0.30434782608695654,18,6,1
4,4,3,2,2,0.3303411131059246,2,0,14300,0.8695652173913043,12,6,2
4,4,2,0,1,0.23877917414721728,2,0,14781,0.34782608695652173,15,5,2
4,4,2,0,1,0.236983842010772,6,1,14939,0.8695652173913043,9,6,6
4,4,3,2,1,0.13464991023339318,0,0,10262,0.8695652173913043,24,6,0
1,1,2,0,1,0.49012567324955125,6,1,6528,0.6086956521739131,12,5,6
1,1,0,3,0,0.03231597845601437,2,0,6121,0.2608695652173913,1,5,2
4,4,3,2,2,0.1651705565529623,5,1,13029,0.8260869565217391,18,5,5
6,6,3,2,1,0.12746858168761221,2,0,11421,0.4782608695652174,27,3,2
6,6,3,2,1,0.28545780969479356,2,0,7574,0.17391304347826086,27,3,2
1,1,3,2,2,0.6265709156193896,3,0,11596,0.5217391304347826,9,5,3
4,4,3,2,2,0.4021543985637343,4,0,15129,1.0,24,5,4
4,4,0,3,1,0.29622980251346503,0,0,13555,0.6086956521739131,18,3,0
3,3,0,3,0,0.035906642728904856,4,0,5780,0.7826086956521738,12,4,4
10,10,2,0,1,0.24775583482944347,6,1,9397,0.8695652173913043,12,5,6
4,4,3,2,1,0.19210053859964094,2,0,17024,0.7826086956521738,6,3,2
2,2,3,2,1,0.10053859964093358,3,0,5281,0.30434782608695654,27,6,3
6,6,3,2,1,0.3052064631956912,5,1,10348,0.30434782608695654,18,5,5
1,1,3,2,1,0.31956912028725315,2,0,12677,0.7391304347826086,6,3,2
6,6,3,2,1,0.19210053859964094,6,1,15147,0.6521739130434783,3,3,6
10,10,0,3,0,0.03052064631956912,2,0,4668,0.30434782608695654,12,6,2
4,4,3,2,1,0.22980251346499103,3,0,15554,0.30434782608695654,9,5,3
8,8,0,3,0,0.03052064631956912,1,0,3971,0.21739130434782608,9,4,1
1,1,1,4,0,0.003590664272890485,4,0,3100,0.6521739130434783,3,5,4
4,4,2,0,1,0.2764811490125674,0,0,9663,0.8695652173913043,6,5,0
1,1,3,2,1,0.4093357271095153,4,0,27430,1.0,1,3,4
3,3,4,1,0,0.02513464991023339,6,1,3540,0.21739130434782608,12,5,6
1,1,2,0,2,0.47217235188509876,1,0,10676,0.5217391304347826,21,5,1
4,4,2,0,1,0.36445242369838426,2,0,13044,0.6086956521739131,12,6,2
4,4,2,0,1,0.3177737881508079,0,0,14388,0.8695652173913043,6,5,0
3,3,0,3,0,0.03411131059245961,0,0,3943,0.17391304347826086,24,6,0
3,3,4,1,0,0.02333931777378815,0,0,3597,0.6086956521739131,3,6,0
1,1,0,3,1,0.14542190305206465,3,0,5932,0.4782608695652174,21,3,3
4,4,3,2,1,0.3375224416517056,5,1,10262,0.4782608695652174,15,6,5
10,10,3,2,0,0.04129263913824058,6,1,6216,0.6086956521739131,12,5,6
3,3,2,0,0,0.03231597845601437,5,1,4804,0.8695652173913043,15,6,5
6,6,3,2,1,0.2746858168761221,1,0,14067,0.4782608695652174,21,5,1
4,4,3,2,2,0.4865350089766607,5,1,15129,0.8260869565217391,18,5,5
4,4,3,2,2,0.4398563734290844,3,0,13376,0.2608695652173913,6,6,3
1,1,3,2,2,0.4308797127468582,3,0,10441,0.9565217391304348,27,6,3
4,4,0,3,0,0.03231597845601437,4,0,4030,0.2608695652173913,24,5,4
4,4,3,2,1,0.20646319569120286,6,1,17024,0.34782608695652173,3,3,6
6,6,3,2,1,0.14542190305206465,1,0,13017,0.7391304347826086,9,4,1
2,2,2,0,1,0.15080789946140039,3,0,6686,1.0,6,6,3
3,3,3,2,1,0.08976660682226212,5,1,5636,0.08695652173913043,15,6,5
3,3,3,2,1,0.15798922800718135,6,1,6442,0.30434782608695654,9,6,6
6,6,3,2,1,0.2280071813285458,1,0,9486,0.5652173913043478,21,5,1
4,4,2,0,1,0.5673249551166967,1,0,10844,0.8695652173913043,21,5,1
4,4,3,2,2,0.15439856373429084,0,0,15318,0.8695652173913043,3,6,0
1,1,3,2,1,0.42369838420107725,2,0,5117,0.5217391304347826,3,4,2
3,3,3,2,1,0.07719928186714542,0,0,6147,0.6521739130434783,24,6,0
6,6,3,2,1,0.1490125673249551,6,1,7005,0.5217391304347826,9,6,6
8,8,2,0,0,0.02333931777378815,2,0,3873,0.9565217391304348,3,4,2
4,4,3,2,2,0.4991023339317774,3,0,9270,0.7826086956521738,21,3,3
2,2,0,3,0,0.03411131059245961,3,0,3898,0.4782608695652174,27,6,3
4,4,2,0,1,0.23877917414721728,6,1,14781,0.34782608695652173,12,5,6
4,4,2,0,1,0.236983842010772,4,0,8586,0.8695652173913043,24,5,4
1,1,2,0,2,0.481149012567325,3,0,10697,0.34782608695652173,9,5,3
4,4,3,2,2,0.3303411131059246,3,0,14300,0.8695652173913043,27,6,3
3,3,0,3,0,0.03411131059245961,6,1,8855,0.7826086956521738,3,3,6
4,4,2,0,1,0.5278276481149013,6,1,10844,0.6956521739130435,12,5,6
4,4,3,2,1,0.5368043087971275,2,0,17024,0.08695652173913043,6,3,2
4,4,2,0,1,0.5942549371633753,2,0,9314,0.3913043478260869,1,5,2
3,3,0,3,0,0.03231597845601437,6,1,4777,0.0,24,3,6
1,1,2,0,1,0.5170556552962299,6,1,7662,0.5217391304347826,9,6,6
3,3,3,2,1,0.1741472172351885,3,0,6442,0.2608695652173913,9,5,3
8,8,3,2,1,0.07001795332136446,2,0,5264,0.34782608695652173,12,6,2
4,4,3,2,1,0.3052064631956912,0,0,12898,0.5652173913043478,27,5,0
1,1,1,4,0,0.005385996409335729,6,1,6092,0.5652173913043478,3,3,6
8,8,0,3,0,0.03052064631956912,1,0,3311,0.21739130434782608,21,5,1
4,4,3,2,1,0.17055655296229805,2,0,6540,0.8260869565217391,27,3,2
3,3,0,3,0,0.03231597845601437,0,0,3419,0.043478260869565216,27,5,0
4,4,3,2,1,0.45960502692998206,2,0,5177,0.6086956521739131,3,4,2
1,1,3,2,0,0.03949730700179534,3,0,8246,0.7826086956521738,18,4,3
4,4,2,0,1,0.22082585278276484,6,1,14676,0.3913043478260869,9,6,6
6,6,3,2,1,0.177737881508079,3,0,13587,0.4782608695652174,27,6,3
4,4,2,0,1,0.23518850987432677,0,0,9663,0.9130434782608695,6,5,0
4,4,2,0,1,0.35188509874326757,2,0,13044,0.6956521739130435,12,6,2
3,3,3,2,1,0.08258527827648116,2,0,5073,0.8695652173913043,3,4,2
10,10,2,0,1,0.5296229802513466,1,0,9345,0.7391304347826086,21,5,1
4,4,2,0,1,0.4039497307001796,0,0,9663,0.6086956521739131,6,5,0
6,6,3,2,1,0.2531418312387792,1,0,14277,0.34782608695652173,21,5,1
4,4,3,2,1,0.36983842010771995,5,1,10262,0.43478260869565216,1,6,5
4,4,1,4,0,0.005385996409335729,2,0,5678,0.8260869565217391,27,3,2
6,6,3,2,1,0.177737881508079,2,0,13727,0.6956521739130435,15,5,2
4,4,2,0,1,0.3177737881508079,0,0,9663,0.8695652173913043,6,5,0
3,3,4,1,0,0.02333931777378815,6,1,3858,0.6086956521739131,12,5,6
8,8,3,2,1,0.07001795332136446,0,0,4812,0.34782608695652173,24,6,0
3,3,3,2,1,0.0969479353680431,3,0,5775,0.9130434782608695,27,6,3
4,4,2,0,1,0.4937163375224417,3,0,10539,0.3913043478260869,6,6,3
3,3,2,0,0,0.02872531418312388,0,0,4804,0.6521739130434783,3,6,0
0,0,0,3,0,0.03231597845601437,2,0,3383,0.4782608695652174,12,6,2
3,3,0,3,1,0.07899461400359067,6,1,8738,0.5217391304347826,3,3,6
1,1,3,2,1,0.5242369838420108,2,0,7165,0.21739130434782608,27,3,2
3,3,3,2,1,0.1095152603231598,0,0,6412,0.6956521739130435,24,6,0
4,4,0,3,0,0.03949730700179534,3,0,8016,0.7826086956521738,27,6,3
4,4,0,3,1,0.3752244165170557,1,0,11087,0.8695652173913043,12,3,1
8,8,4,1,0,0.02154398563734291,3,0,3543,0.3913043478260869,27,6,3
4,4,2,0,1,0.23518850987432677,2,0,12471,0.6956521739130435,12,6,2
4,4,3,2,1,0.3913824057450629,0,0,10262,0.3913043478260869,24,6,0
1,1,0,3,0,0.03411131059245961,0,0,4441,0.5652173913043478,18,3,0
6,6,3,2,1,0.15439856373429084,2,0,12537,0.30434782608695654,27,3,2
2,2,2,0,1,0.17235188509874327,6,1,10091,0.9565217391304348,24,3,6
1,1,0,3,0,0.03411131059245961,0,0,6961,0.9130434782608695,3,6,0
3,3,3,2,0,0.04308797127468582,2,0,5013,0.21739130434782608,24,4,2
1,1,3,2,0,0.03411131059245961,5,1,6934,0.21739130434782608,18,5,5
6,6,3,2,1,0.23877917414721728,0,0,10877,0.2608695652173913,3,6,0
4,4,0,3,0,0.035906642728904856,3,0,7229,0.6521739130434783,18,4,3
3,3,3,2,1,0.17953321364452424,2,0,7048,0.6956521739130435,27,3,2
10,10,0,3,0,0.02872531418312388,3,0,4878,0.7391304347826086,27,6,3
4,4,2,0,1,0.177737881508079,1,0,10844,0.6086956521739131,21,5,1
4,4,3,2,2,0.6050269299820468,5,1,15129,1.0,18,5,5
3,3,0,3,0,0.035906642728904856,6,1,3943,0.0,12,5,6
8,8,3,2,1,0.08617594254937164,3,0,5583,0.2608695652173913,6,6,3
6,6,3,2,1,0.16876122082585282,3,0,9646,0.30434782608695654,6,6,3
6,6,3,2,1,0.20466786355475763,0,0,7677,0.34782608695652173,3,6,0
3,3,3,2,1,0.07899461400359067,5,1,6842,0.21739130434782608,1,6,5
4,4,1,4,0,0.005385996409335729,0,0,4995,0.34782608695652173,24,6,0
10,10,2,0,1,0.22441651705565535,6,1,9555,0.30434782608695654,9,6,6
3,3,0,3,0,0.03231597845601437,5,1,4077,0.043478260869565216,1,6,5
4,4,0,3,0,0.035906642728904856,6,1,7229,0.6521739130434783,12,5,6
6,6,3,2,1,0.18850987432675048,6,1,12192,0.3913043478260869,9,6,6
1,1,0,3,0,0.03231597845601437,4,0,5911,0.43478260869565216,12,4,4
1,1,3,2,1,0.19389587073608616,2,0,8372,0.3913043478260869,12,6,2
4,4,1,4,0,0.003590664272890485,0,0,4995,0.30434782608695654,18,3,0
6,6,3,2,1,0.17235188509874327,3,0,14323,0.43478260869565216,9,5,3
4,4,3,2,2,0.4667863554757631,6,1,13014,0.21739130434782608,9,6,6
1,1,3,2,2,0.5942549371633753,3,0,13591,0.6086956521739131,6,6,3
4,4,3,2,2,0.7791741472172352,6,1,18799,0.21739130434782608,3,3,6
3,3,0,3,0,0.03411131059245961,5,1,3943,1.0,27,4,5
8,8,1,4,0,0.005385996409335729,1,0,1965,0.21739130434782608,21,5,1
4,4,1,4,0,0.005385996409335729,0,0,4995,0.43478260869565216,27,5,0
1,1,2,0,1,0.526032315978456,6,1,14641,0.6956521739130435,24,3,6
1,1,2,0,0,0.02872531418312388,4,0,4460,0.8695652173913043,12,4,4
1,1,3,2,1,0.10771992818671454,5,1,10191,0.5652173913043478,18,5,5
4,4,3,2,1,0.3500897666068223,5,1,13843,0.08695652173913043,9,3,5
3,3,3,2,1,0.0969479353680431,2,0,6349,0.9130434782608695,1,5,2
0,0,2,0,0,0.02872531418312388,2,0,4409,0.43478260869565216,1,5,2
4,4,3,2,1,0.5224416517055656,2,0,17024,0.7826086956521738,6,3,2
6,6,3,2,1,0.27289048473967686,5,1,13727,0.30434782608695654,18,5,5
3,3,0,3,0,0.035906642728904856,4,0,8855,0.7826086956521738,15,3,4
6,6,3,2,1,0.19389587073608616,0,0,12524,0.34782608695652173,24,6,0
4,4,0,3,1,0.15978456014362658,0,0,13555,0.4782608695652174,18,3,0
4,4,2,0,1,0.09156193895870737,3,0,10844,0.2608695652173913,6,6,3
6,6,3,2,1,0.23159784560143631,6,1,13587,0.3913043478260869,9,6,6
8,8,4,1,0,0.02154398563734291,2,0,3543,0.3913043478260869,12,6,2
10,10,4,1,0,0.02154398563734291,0,0,4842,0.30434782608695654,18,3,0
3,3,0,3,0,0.03411131059245961,2,0,3943,1.0,24,4,2
4,4,3,2,1,0.17055655296229805,6,1,10577,0.8260869565217391,9,6,6
3,3,3,2,1,0.19748653500897667,2,0,6979,0.43478260869565216,15,5,2
10,10,4,1,0,0.02333931777378815,3,0,11982,0.7391304347826086,27,6,3
8,8,3,2,1,0.07001795332136446,3,0,5264,0.34782608695652173,6,6,3
10,10,3,2,0,0.04129263913824058,6,1,8001,0.2608695652173913,3,3,6
1,1,3,2,2,0.4793536804308798,5,1,10651,0.8260869565217391,1,6,5
4,4,2,0,1,0.5619389587073609,4,0,10844,0.6956521739130435,24,5,4
6,6,3,2,1,0.244165170556553,2,0,6601,0.3913043478260869,27,3,2
1,1,3,2,1,0.49551166965888693,3,0,6587,0.8260869565217391,21,3,3
8,8,1,4,0,0.0017953321364452407,3,0,3173,0.5652173913043478,21,3,3
1,1,0,3,0,0.03231597845601437,3,0,5228,0.43478260869565216,9,5,3
4,4,0,3,0,0.037701974865350096,4,0,5769,0.30434782608695654,21,6,4
4,4,3,2,1,0.21005385996409337,3,0,14714,0.34782608695652173,6,6,3
4,4,3,2,2,0.2639138240574507,0,0,13014,0.21739130434782608,3,6,0
3,3,0,3,0,0.03411131059245961,0,0,3359,0.9565217391304348,3,6,0
2,2,0,3,0,0.035906642728904856,6,1,6722,0.8695652173913043,3,3,6
3,3,2,0,0,0.03231597845601437,0,0,4462,0.3913043478260869,18,3,0
3,3,3,2,1,0.2154398563734291,5,1,6171,0.17391304347826086,9,3,5
1,1,2,0,2,0.2872531418312388,1,0,12303,0.21739130434782608,21,5,1
6,6,3,2,1,0.27289048473967686,3,0,7695,0.4782608695652174,21,3,3
3,3,3,2,1,0.2764811490125674,0,0,5684,0.4782608695652174,24,6,0
1,1,2,0,1,0.29802513464991026,2,0,8366,0.6956521739130435,12,6,2
1,1,4,1,0,0.02154398563734291,4,0,19630,0.4782608695652174,1,3,4
4,4,0,3,1,0.29622980251346503,2,0,13502,0.6086956521739131,6,3,2
4,4,2,0,1,0.251346499102334,2,0,14781,0.9130434782608695,1,5,2
6,6,3,2,1,0.16696588868940754,2,0,6513,0.30434782608695654,12,6,2
1,1,3,2,1,0.236983842010772,5,1,9929,0.30434782608695654,1,6,5
6,6,3,2,2,0.1382405745062837,3,0,18275,0.7391304347826086,6,6,3
1,1,3,2,1,0.5619389587073609,1,0,4487,0.2608695652173913,9,4,1
3,3,1,4,0,0.003590664272890485,4,0,2754,0.9130434782608695,15,3,4
1,1,1,4,0,0.0017953321364452407,2,0,2575,0.2608695652173913,27,3,2
8,8,2,0,1,0.09156193895870737,2,0,8224,0.6521739130434783,12,6,2
1,1,3,2,1,0.22621184919210058,5,1,8991,0.8695652173913043,9,3,5
3,3,3,2,0,0.04308797127468582,0,0,5000,0.21739130434782608,24,6,0
4,4,2,0,1,0.5098743267504489,2,0,8529,0.7826086956521738,12,6,2
1,1,3,2,1,0.5619389587073609,6,1,14042,0.2608695652173913,3,3,6
4,4,0,3,0,0.035906642728904856,4,0,4030,0.4782608695652174,24,5,4
4,4,2,0,1,0.3411131059245961,3,0,10844,0.7826086956521738,6,6,3
3,3,2,0,0,0.03052064631956912,0,0,4804,0.9130434782608695,6,5,0
6,6,3,2,1,0.14542190305206465,0,0,7308,0.7391304347826086,27,5,0
3,3,0,3,0,0.037701974865350096,6,1,4823,0.6956521739130435,12,5,6
4,4,3,2,1,0.5673249551166967,0,0,10262,0.3913043478260869,24,6,0
4,4,3,2,1,0.13464991023339318,0,0,12898,0.8695652173913043,27,5,0
1,1,0,3,2,0.4667863554757631,1,0,12778,0.7391304347826086,12,3,1
3,3,3,2,1,0.15798922800718135,6,1,14871,0.17391304347826086,3,3,6
1,1,3,2,2,0.6175942549371635,3,0,8708,0.5652173913043478,21,3,3
4,4,2,0,1,0.4524236983842011,3,0,10844,0.8695652173913043,6,6,3
8,8,1,4,0,0.0017953321364452407,2,0,4129,0.21739130434782608,6,3,2
3,3,2,0,0,0.03052064631956912,5,1,4804,0.9130434782608695,18,5,5
4,4,0,3,0,0.037701974865350096,0,0,7229,0.34782608695652173,6,5,0
4,4,0,3,1,0.23518850987432677,3,0,7832,0.30434782608695654,21,3,3
8,8,4,1,0,0.02872531418312388,0,0,3859,0.3913043478260869,18,3,0
6,6,3,2,1,0.22621184919210058,3,0,9001,0.30434782608695654,6,6,3
10,10,0,3,0,0.02872531418312388,3,0,4878,0.7391304347826086,9,5,3
3,3,1,4,0,0.005385996409335729,4,0,2754,0.08695652173913043,3,5,4
10,10,0,3,0,0.03052064631956912,3,0,4668,0.30434782608695654,27,6,3
0,0,2,0,0,0.02872531418312388,6,1,5216,0.43478260869565216,12,5,6
4,4,3,2,2,0.4667863554757631,3,0,10368,0.21739130434782608,6,6,3
3,3,3,2,2,0.28904847396768407,5,1,8146,0.2608695652173913,9,3,5
4,4,3,2,1,0.3052064631956912,2,0,12242,0.5652173913043478,27,3,2
4,4,0,3,1,0.12926391382405744,4,0,9134,0.34782608695652173,15,3,4
1,1,3,2,2,0.40754039497307004,3,0,10939,0.5652173913043478,6,6,3
1,1,3,2,2,0.42010771992818674,3,0,11753,0.43478260869565216,6,6,3
8,8,2,0,0,0.026929982046678638,2,0,4174,0.7391304347826086,24,4,2
4,4,2,0,1,0.4865350089766607,1,0,10844,0.8695652173913043,21,5,1
4,4,3,2,1,0.55475763016158,0,0,14714,0.6956521739130435,3,6,0
4,4,2,0,1,0.09156193895870737,2,0,9899,0.2608695652173913,12,6,2
3,3,3,2,1,0.2280071813285458,6,1,14871,0.3913043478260869,3,3,6
3,3,4,1,0,0.02154398563734291,2,0,7295,0.5652173913043478,6,3,2
1,1,3,2,2,0.5008976660682226,3,0,13465,0.7826086956521738,6,6,3
8,8,4,1,0,0.02333931777378815,1,0,3543,0.7391304347826086,21,5,1
6,6,3,2,1,0.11310592459605028,3,0,7198,0.8260869565217391,27,6,3
4,4,3,2,1,0.4129263913824058,5,1,10262,0.34782608695652173,1,6,5
3,3,2,0,0,0.02872531418312388,4,0,4148,0.6521739130434783,15,3,4
4,4,0,3,0,0.035906642728904856,3,0,8016,0.6521739130434783,27,6,3
4,4,3,2,1,0.09335727109515261,6,1,10262,0.9565217391304348,9,6,6
8,8,2,0,0,0.026929982046678638,5,1,3841,0.6086956521739131,15,6,5
4,4,0,3,1,0.2908438061041293,1,0,11507,0.3913043478260869,12,3,1
4,4,2,0,1,0.23877917414721728,2,0,14781,0.34782608695652173,1,5,2
4,4,3,2,1,0.5224416517055656,0,0,16079,0.7391304347826086,27,5,0
4,4,3,2,1,0.09335727109515261,0,0,12898,0.9565217391304348,27,5,0
6,6,3,2,1,0.22621184919210058,2,0,15353,0.30434782608695654,6,3,2
3,3,0,3,0,0.035906642728904856,6,1,7303,0.7826086956521738,24,3,6
8,8,2,0,1,0.09515260323159785,6,1,6197,0.6521739130434783,24,3,6
1,1,2,0,1,0.06104129263913824,6,1,8996,0.3913043478260869,9,6,6
3,3,3,2,1,0.14542190305206465,3,0,6528,0.6086956521739131,21,3,3
2,2,0,3,0,0.03231597845601437,1,0,4239,0.8695652173913043,9,4,1
3,3,2,0,0,0.03052064631956912,1,0,4148,0.8695652173913043,12,3,1
8,8,0,3,0,0.035906642728904856,4,0,3971,0.9130434782608695,24,5,4
0,0,2,0,1,0.3159784560143627,0,0,5192,0.30434782608695654,6,5,0
4,4,3,2,2,0.47217235188509876,1,0,9483,0.5652173913043478,9,4,1
4,4,3,2,2,0.13105924596050272,0,0,18804,0.4782608695652174,3,6,0
1,1,3,2,0,0.03411131059245961,1,0,5201,0.21739130434782608,18,6,1
